body_frame,walk_and_talk,weather_reaction,sweating,appetite,skin,hair,lips_and_teeth,eyes,general_signs,memory,mind,mind_on_actions,sleep_quality,emotional_nature,target_dosha
kapha,kapha,kapha,vata,pitta,kapha,kapha,kapha,kapha,kapha,kapha,vata,kapha,kapha,vata,Kapha
vata,vata,vata,vata,vata,vata,vata,vata,pitta,vata,vata,vata,vata,vata,vata,Vata
pitta,vata,pitta,vata,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,vata,pitta,Pitta
kapha,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,vata,vata,pitta,pitta,Pitta
vata,vata,vata,vata,pitta,vata,kapha,vata,vata,vata,vata,pitta,pitta,vata,vata,Vata
vata,pitta,pitta,kapha,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,Pitta
pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,vata,pitta,kapha,pitta,pitta,pitta,Pitta
pitta,vata,pitta,pitta,vata,pitta,pitta,pitta,pitta,pitta,pitta,vata,kapha,kapha,pitta,Pitta
pitta,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,Kapha
pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,kapha,pitta,kapha,pitta,kapha,pitta,Pitta
kapha,pitta,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,Kapha
kapha,kapha,kapha,kapha,kapha,kapha,vata,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,Kapha
kapha,kapha,kapha,vata,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,Kapha
pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,vata,pitta,pitta,kapha,Pitta
kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,vata,kapha,Kapha
pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,kapha,pitta,pitta,pitta,pitta,Pitta
vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,kapha,pitta,vata,vata,vata,Vata
vata,kapha,pitta,pitta,pitta,vata,pitta,pitta,pitta,pitta,pitta,pitta,kapha,pitta,pitta,Pitta
pitta,kapha,pitta,kapha,pitta,kapha,pitta,pitta,pitta,vata,pitta,pitta,pitta,pitta,kapha,Pitta
pitta,pitta,pitta,pitta,vata,pitta,pitta,pitta,kapha,pitta,vata,pitta,kapha,pitta,kapha,Pitta
pitta,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,vata,kapha,kapha,kapha,Kapha
pitta,vata,pitta,pitta,pitta,pitta,pitta,pitta,vata,pitta,pitta,pitta,pitta,pitta,pitta,Pitta
pitta,kapha,kapha,kapha,pitta,kapha,kapha,vata,kapha,pitta,kapha,kapha,kapha,kapha,kapha,Kapha
vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,pitta,Vata
pitta,kapha,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,Pitta
vata,vata,kapha,kapha,kapha,kapha,kapha,vata,pitta,pitta,kapha,kapha,kapha,kapha,vata,Kapha
kapha,kapha,vata,kapha,kapha,kapha,kapha,pitta,vata,kapha,kapha,pitta,vata,kapha,kapha,Kapha
pitta,vata,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,Pitta
kapha,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,vata,vata,pitta,kapha,pitta,Pitta
pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,kapha,kapha,pitta,pitta,pitta,pitta,pitta,Pitta
vata,vata,vata,vata,vata,vata,pitta,vata,pitta,vata,vata,kapha,vata,vata,vata,Vata
vata,vata,vata,vata,pitta,vata,vata,vata,vata,vata,pitta,pitta,vata,vata,vata,Vata
vata,vata,vata,vata,kapha,vata,vata,vata,vata,vata,pitta,vata,vata,vata,vata,Vata
vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,pitta,vata,Vata
kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,vata,kapha,Kapha
kapha,kapha,vata,kapha,pitta,kapha,kapha,pitta,vata,kapha,kapha,kapha,kapha,kapha,kapha,Kapha
pitta,pitta,vata,pitta,pitta,kapha,vata,pitta,pitta,pitta,pitta,pitta,kapha,pitta,pitta,Pitta
pitta,kapha,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,kapha,pitta,pitta,pitta,Pitta
pitta,pitta,pitta,kapha,pitta,pitta,pitta,pitta,pitta,vata,pitta,pitta,pitta,pitta,pitta,Pitta
pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,Pitta
vata,vata,kapha,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,Vata
kapha,vata,kapha,vata,vata,pitta,pitta,vata,kapha,kapha,kapha,kapha,kapha,pitta,kapha,Kapha
vata,vata,kapha,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,Vata
pitta,vata,vata,vata,vata,vata,vata,vata,vata,kapha,kapha,vata,vata,vata,vata,Vata
vata,vata,vata,vata,vata,pitta,vata,vata,vata,vata,kapha,vata,vata,vata,pitta,Vata
kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,vata,Kapha
kapha,vata,vata,kapha,vata,kapha,kapha,kapha,kapha,kapha,pitta,kapha,pitta,kapha,kapha,Kapha
kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,vata,kapha,kapha,pitta,vata,kapha,kapha,Kapha
pitta,kapha,pitta,pitta,pitta,pitta,vata,pitta,kapha,kapha,pitta,pitta,pitta,pitta,pitta,Pitta
kapha,vata,pitta,kapha,pitta,pitta,pitta,pitta,kapha,pitta,pitta,pitta,pitta,pitta,pitta,Pitta
pitta,vata,vata,kapha,kapha,vata,pitta,kapha,kapha,kapha,kapha,kapha,kapha,vata,pitta,Kapha
vata,vata,vata,vata,vata,vata,kapha,vata,kapha,vata,kapha,vata,vata,kapha,vata,Vata
vata,vata,vata,vata,pitta,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,Vata
kapha,kapha,kapha,kapha,kapha,pitta,kapha,kapha,pitta,vata,kapha,kapha,kapha,pitta,kapha,Kapha
vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,Vata
pitta,pitta,pitta,pitta,pitta,pitta,pitta,vata,pitta,pitta,vata,pitta,pitta,pitta,pitta,Pitta
kapha,pitta,kapha,kapha,kapha,vata,kapha,kapha,kapha,kapha,kapha,kapha,pitta,vata,vata,Kapha
vata,vata,vata,vata,vata,vata,vata,pitta,vata,vata,vata,vata,vata,vata,vata,Vata
vata,pitta,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,kapha,Vata
kapha,kapha,kapha,kapha,kapha,pitta,vata,vata,kapha,kapha,kapha,kapha,kapha,kapha,kapha,Kapha
pitta,pitta,pitta,pitta,vata,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,Pitta
pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,vata,pitta,vata,pitta,pitta,vata,Pitta
kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,pitta,kapha,pitta,kapha,kapha,kapha,kapha,Kapha
pitta,vata,vata,vata,vata,kapha,vata,vata,kapha,kapha,pitta,kapha,vata,vata,pitta,Vata
vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,pitta,pitta,vata,Vata
kapha,pitta,kapha,pitta,vata,pitta,kapha,kapha,kapha,vata,kapha,vata,pitta,kapha,kapha,Kapha
kapha,kapha,pitta,vata,kapha,kapha,vata,kapha,kapha,pitta,vata,kapha,kapha,kapha,kapha,Kapha
vata,vata,vata,vata,pitta,vata,vata,vata,vata,vata,vata,kapha,vata,vata,kapha,Vata
